FSSLTDE2,FSSTDDE2,FSERNDED,RAWNET,FSASSET,TANF_IND,RAWERND,REALPROP,FSOTHUN,FSNONCIT,CERTHHSZ,FSSLTDED,FSTANF,FSTOTDED,FSNK0T4,FSCSEXP,FSNETINC,FSWAGES,FSERNDE2,TPOV,FSNELDER,WRK_POOR,FSUNEARN,FSUSIZE,FSDIS,FSGA,SHELDED,FSSSI,FSEARN,LIQRESOR,CAT_ELIG,VEHICLEA,FSVEHAST
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0
144.0,201.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,144.0,310.0,278.0,0.0,0.0,32.0,0.0,0.0,22.0,0.0,0.0,310.0,3.0,0.0,0.0,144.0,0.0,0.0,0.0,1.0,1.0,0.0
246.0,201.0,128.0,775.0,0.0,0.0,128.0,0.0,0.0,0.0,2.0,246.0,0.0,508.0,0.0,0.0,775.0,640.0,192.0,117.0,0.0,1.0,643.0,2.0,1.0,0.0,246.0,65.0,640.0,0.0,2.0,1.0,0.0
0.0,134.0,142.0,416.0,0.0,0.0,143.0,0.0,0.0,0.0,2.0,0.0,0.0,318.0,1.0,21.0,396.0,714.0,142.0,65.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,714.0,0.0,2.0,1.0,0.0
0.0,162.0,22.0,196.0,0.0,0.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,184.0,0.0,0.0,197.0,112.0,22.0,20.0,0.0,1.0,269.0,5.0,0.0,0.0,0.0,0.0,112.0,0.0,2.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
95.0,201.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0,0.0,229.0,0.0,0.0,414.0,0.0,0.0,79.0,1.0,0.0,643.0,1.0,0.0,0.0,96.0,145.0,0.0,0.0,1.0,1.0,0.0
222.0,201.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,222.0,389.0,356.0,0.0,0.0,33.0,0.0,0.0,28.0,0.0,0.0,389.0,3.0,0.0,0.0,223.0,0.0,0.0,0.0,1.0,1.0,0.0
174.0,209.0,185.0,428.0,0.0,0.0,185.0,0.0,0.0,0.0,4.0,174.0,0.0,498.0,1.0,0.0,428.0,926.0,278.0,56.0,0.0,1.0,0.0,4.0,0.0,0.0,174.0,0.0,926.0,0.0,2.0,1.0,0.0
402.0,201.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,402.0,0.0,618.0,1.0,0.0,607.0,0.0,0.0,89.0,0.0,0.0,1225.0,3.0,0.0,0.0,403.0,0.0,0.0,0.0,2.0,1.0,0.0
143.0,201.0,162.0,371.0,0.0,0.0,162.0,0.0,0.0,0.0,3.0,143.0,0.0,439.0,1.0,0.0,371.0,810.0,243.0,59.0,0.0,1.0,0.0,3.0,0.0,0.0,143.0,0.0,810.0,0.0,2.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,332.0,0.0,466.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,332.0,0.0,0.0,0.0,2.0,1.0,0.0
392.0,201.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,392.0,0.0,526.0,0.0,0.0,334.0,0.0,0.0,78.0,2.0,0.0,860.0,2.0,0.0,0.0,391.0,250.0,0.0,0.0,1.0,1.0,0.0
417.0,139.0,105.0,664.0,0.0,0.0,105.0,0.0,0.0,1.0,4.0,417.0,0.0,661.0,0.0,0.0,664.0,525.0,105.0,79.0,0.0,1.0,800.0,4.0,0.0,0.0,417.0,0.0,525.0,0.0,2.0,1.0,0.0
0.0,134.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,97.0,0.0,0.0,28.0,0.0,0.0,231.0,1.0,0.0,231.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
164.0,201.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,0.0,298.0,0.0,0.0,325.0,0.0,0.0,76.0,0.0,0.0,623.0,1.0,1.0,0.0,0.0,623.0,0.0,0.0,1.0,1.0,0.0
417.0,174.0,0.0,59.0,102.0,0.0,0.0,0.0,0.0,0.0,2.0,417.0,0.0,551.0,0.0,0.0,59.0,0.0,0.0,55.0,0.0,0.0,610.0,2.0,0.0,0.0,417.0,0.0,0.0,102.0,2.0,1.0,0.0
280.0,201.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,280.0,0.0,414.0,0.0,0.0,124.0,0.0,0.0,66.0,0.0,0.0,538.0,1.0,0.0,0.0,280.0,0.0,0.0,0.0,2.0,1.0,0.0
140.0,201.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140.0,0.0,274.0,0.0,0.0,349.0,0.0,0.0,76.0,1.0,0.0,623.0,1.0,0.0,0.0,141.0,623.0,0.0,0.0,1.0,1.0,0.0
0.0,134.0,23.0,582.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,157.0,0.0,0.0,582.0,116.0,23.0,90.0,0.0,1.0,623.0,1.0,1.0,0.0,0.0,623.0,116.0,0.0,1.0,1.0,0.0
182.0,201.0,195.0,917.0,0.0,0.0,197.0,0.0,0.0,0.0,2.0,182.0,0.0,511.0,0.0,0.0,918.0,978.0,293.0,130.0,0.0,1.0,451.0,2.0,1.0,0.0,182.0,0.0,978.0,0.0,2.0,1.0,0.0
0.0,162.0,244.0,817.0,346.0,0.0,245.0,0.0,0.0,0.0,5.0,0.0,0.0,406.0,0.0,0.0,818.0,1224.0,244.0,63.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1224.0,346.0,2.0,1.0,0.0
0.0,134.0,0.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,134.0,2.0,0.0,751.0,0.0,0.0,64.0,0.0,0.0,885.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
261.0,279.0,64.0,2.0,0.0,0.0,65.0,0.0,0.0,0.0,6.0,261.0,0.0,511.0,2.0,0.0,4.0,323.0,96.0,23.0,0.0,1.0,192.0,6.0,0.0,0.0,262.0,0.0,323.0,0.0,2.0,1.0,0.0
94.0,201.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,94.0,0.0,228.0,2.0,0.0,279.0,0.0,0.0,37.0,0.0,0.0,507.0,3.0,0.0,0.0,94.0,0.0,0.0,0.0,2.0,1.0,0.0
0.0,134.0,212.0,1026.0,0.0,1.0,213.0,0.0,0.0,0.0,2.0,0.0,310.0,346.0,1.0,0.0,1027.0,1063.0,212.0,125.0,0.0,1.0,310.0,2.0,0.0,0.0,0.0,0.0,1063.0,0.0,1.0,1.0,0.0
255.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,404.0,389.0,538.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,389.0,3.0,0.0,0.0,405.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,186.0,554.0,2032.0,0.0,0.0,555.0,0.0,0.0,0.0,6.0,0.0,0.0,740.0,0.0,0.0,2034.0,2774.0,554.0,124.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2774.0,0.0,2.0,1.0,0.0
97.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,183.0,231.0,317.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,231.0,1.0,0.0,0.0,184.0,0.0,0.0,0.0,1.0,1.0,0.0
55.0,189.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,189.0,0.0,0.0,434.0,0.0,0.0,76.0,0.0,0.0,623.0,1.0,1.0,0.0,56.0,623.0,0.0,0.0,1.0,1.0,0.0
292.0,201.0,0.0,187.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,292.0,0.0,436.0,0.0,10.0,187.0,0.0,0.0,76.0,0.0,0.0,623.0,1.0,1.0,0.0,293.0,623.0,0.0,180.0,1.0,1.0,0.0
144.0,201.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,144.0,310.0,278.0,1.0,0.0,32.0,0.0,0.0,28.0,0.0,0.0,310.0,2.0,0.0,0.0,144.0,0.0,0.0,0.0,1.0,1.0,0.0
362.0,201.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,362.0,0.0,496.0,0.0,0.0,127.0,0.0,0.0,76.0,1.0,0.0,623.0,1.0,0.0,0.0,362.0,623.0,0.0,0.0,1.0,1.0,0.0
0.0,134.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,489.0,0.0,0.0,76.0,0.0,0.0,623.0,1.0,1.0,0.0,0.0,623.0,0.0,0.0,1.0,1.0,0.0
0.0,134.0,0.0,509.0,119.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,509.0,0.0,0.0,79.0,0.0,0.0,643.0,1.0,1.0,0.0,0.0,166.0,0.0,119.0,1.0,1.0,0.0
69.0,201.0,0.0,440.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,0.0,203.0,0.0,0.0,440.0,0.0,0.0,79.0,1.0,0.0,643.0,1.0,0.0,0.0,70.0,235.0,0.0,6.0,1.0,1.0,0.0
342.0,201.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,342.0,0.0,476.0,0.0,0.0,790.0,0.0,0.0,115.0,1.0,0.0,1266.0,2.0,1.0,0.0,342.0,774.0,0.0,0.0,1.0,1.0,0.0
100.0,201.0,77.0,334.0,0.0,1.0,77.0,0.0,0.0,0.0,2.0,100.0,275.0,327.0,1.0,0.0,335.0,387.0,115.0,60.0,0.0,1.0,275.0,2.0,0.0,0.0,101.0,0.0,387.0,0.0,1.0,1.0,0.0
260.0,201.0,0.0,534.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,260.0,0.0,394.0,0.0,0.0,534.0,0.0,0.0,114.0,0.0,0.0,928.0,1.0,1.0,0.0,260.0,0.0,0.0,10.0,2.0,1.0,0.0
176.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,294.0,310.0,428.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,310.0,2.0,0.0,0.0,294.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,417.0,0.0,579.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,417.0,0.0,0.0,0.0,2.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
0.0,134.0,0.0,255.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,389.0,134.0,1.0,0.0,255.0,0.0,0.0,28.0,0.0,0.0,389.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,162.0,0.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,162.0,1.0,0.0,788.0,0.0,0.0,49.0,0.0,0.0,950.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
489.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,587.0,0.0,721.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,623.0,1.0,1.0,0.0,588.0,623.0,0.0,0.0,1.0,1.0,0.0
361.0,201.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,361.0,0.0,495.0,0.0,0.0,332.0,0.0,0.0,101.0,0.0,0.0,827.0,1.0,1.0,0.0,362.0,0.0,0.0,0.0,2.0,1.0,0.0
108.0,279.0,0.0,333.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,108.0,627.0,294.0,1.0,0.0,333.0,0.0,0.0,28.0,0.0,0.0,627.0,6.0,0.0,0.0,109.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,417.0,0.0,551.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,325.0,0.0,0.0,0.0,2.0,1.0,0.0
25.0,0.0,39.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,237.0,0.0,410.0,0.0,0.0,0.0,198.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,238.0,0.0,198.0,0.0,2.0,1.0,0.0
0.0,134.0,0.0,646.0,484.0,0.0,0.0,0.0,326.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,646.0,0.0,0.0,95.0,1.0,0.0,780.0,1.0,0.0,0.0,0.0,0.0,0.0,484.0,2.0,1.0,0.0
236.0,201.0,206.0,456.0,0.0,0.0,206.0,0.0,0.0,0.0,2.0,236.0,0.0,576.0,1.0,0.0,456.0,1032.0,309.0,94.0,0.0,1.0,0.0,2.0,0.0,0.0,236.0,0.0,1032.0,0.0,2.0,1.0,0.0
0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,232.0,0.0,396.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,3.0,0.0,0.0,232.0,0.0,150.0,0.0,2.0,1.0,0.0
394.0,279.0,252.0,430.0,302.0,0.0,253.0,0.0,0.0,0.0,6.0,394.0,0.0,832.0,2.0,0.0,432.0,1264.0,378.0,57.0,0.0,1.0,0.0,6.0,0.0,0.0,395.0,0.0,1264.0,302.0,2.0,1.0,0.0
405.0,208.0,40.0,67.0,0.0,0.0,40.0,0.0,0.0,0.0,4.0,405.0,0.0,584.0,0.0,0.0,68.0,0.0,60.0,39.0,0.0,1.0,450.0,4.0,0.0,0.0,406.0,0.0,202.0,0.0,2.0,1.0,0.0
205.0,201.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,205.0,0.0,339.0,0.0,0.0,284.0,0.0,0.0,57.0,0.0,0.0,623.0,2.0,1.0,0.0,206.0,623.0,0.0,0.0,2.0,1.0,0.0
0.0,186.0,413.0,1727.0,0.0,0.0,414.0,0.0,0.0,0.0,7.0,0.0,0.0,599.0,1.0,0.0,1727.0,2068.0,413.0,92.0,0.0,1.0,258.0,7.0,0.0,0.0,0.0,0.0,2068.0,0.0,2.0,1.0,0.0
103.0,201.0,0.0,152.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,103.0,389.0,237.0,2.0,0.0,152.0,0.0,0.0,28.0,0.0,0.0,389.0,3.0,0.0,0.0,104.0,0.0,0.0,0.0,1.0,1.0,0.0
406.0,201.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,406.0,0.0,540.0,0.0,0.0,103.0,0.0,0.0,58.0,1.0,0.0,643.0,2.0,0.0,0.0,407.0,457.0,0.0,0.0,2.0,1.0,0.0
0.0,186.0,365.0,1663.0,164.0,1.0,365.0,5.0,0.0,0.0,6.0,0.0,389.0,551.0,3.0,0.0,1663.0,1825.0,365.0,99.0,0.0,1.0,389.0,6.0,0.0,0.0,0.0,0.0,1825.0,159.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,232.0,0.0,366.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
144.0,201.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,144.0,310.0,278.0,0.0,0.0,32.0,0.0,0.0,22.0,0.0,0.0,310.0,3.0,0.0,0.0,144.0,0.0,0.0,0.0,1.0,1.0,0.0
192.0,201.0,203.0,487.0,0.0,0.0,203.0,0.0,0.0,0.0,2.0,192.0,0.0,529.0,0.0,0.0,488.0,1017.0,305.0,92.0,0.0,1.0,0.0,2.0,0.0,0.0,192.0,0.0,1017.0,0.0,2.0,1.0,0.0
464.0,201.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,464.0,0.0,598.0,0.0,0.0,102.0,0.0,0.0,86.0,0.0,0.0,700.0,1.0,1.0,0.0,464.0,623.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
87.0,201.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,0.0,221.0,0.0,0.0,402.0,0.0,0.0,76.0,0.0,0.0,623.0,1.0,1.0,0.0,88.0,623.0,0.0,0.0,1.0,1.0,0.0
206.0,279.0,192.0,464.0,0.0,0.0,193.0,0.0,0.0,0.0,8.0,206.0,0.0,584.0,4.0,0.0,465.0,963.0,288.0,37.0,0.0,1.0,86.0,8.0,0.0,0.0,207.0,0.0,963.0,0.0,2.0,1.0,0.0
227.0,201.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227.0,0.0,361.0,0.0,0.0,282.0,0.0,0.0,79.0,1.0,0.0,643.0,1.0,0.0,0.0,228.0,45.0,0.0,0.0,1.0,1.0,0.0
0.0,134.0,0.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,709.0,0.0,0.0,103.0,1.0,0.0,843.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
90.0,0.0,55.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,1.0,417.0,0.0,606.0,1.0,0.0,0.0,279.0,0.0,34.0,0.0,1.0,0.0,1.0,0.0,0.0,417.0,0.0,279.0,0.0,2.0,1.0,0.0
202.0,201.0,0.0,618.0,88.0,0.0,0.0,0.0,0.0,2.0,2.0,202.0,0.0,336.0,0.0,0.0,618.0,0.0,0.0,87.0,2.0,0.0,954.0,2.0,0.0,0.0,202.0,384.0,0.0,88.0,1.0,1.0,0.0
0.0,134.0,0.0,226.0,0.0,1.0,0.0,0.0,50.0,0.0,2.0,0.0,310.0,134.0,1.0,0.0,226.0,0.0,0.0,33.0,0.0,0.0,360.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
422.0,201.0,0.0,378.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,422.0,0.0,556.0,0.0,0.0,378.0,0.0,0.0,85.0,2.0,0.0,934.0,2.0,0.0,0.0,422.0,934.0,0.0,0.0,1.0,1.0,0.0
212.0,201.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,212.0,0.0,346.0,0.0,0.0,292.0,0.0,0.0,78.0,0.0,0.0,638.0,1.0,1.0,0.0,99.0,0.0,0.0,0.0,2.0,1.0,0.0
219.0,201.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,219.0,0.0,353.0,0.0,0.0,443.0,0.0,0.0,58.0,0.0,0.0,796.0,3.0,0.0,0.0,219.0,0.0,0.0,0.0,2.0,1.0,0.0
200.0,243.0,256.0,663.0,0.0,0.0,256.0,0.0,0.0,0.0,5.0,200.0,0.0,618.0,0.0,0.0,663.0,1281.0,384.0,66.0,0.0,1.0,0.0,5.0,0.0,0.0,200.0,0.0,1281.0,0.0,2.0,1.0,0.0
0.0,134.0,245.0,1235.0,0.0,1.0,245.0,0.0,0.0,0.0,3.0,0.0,389.0,379.0,2.0,0.0,1235.0,1225.0,245.0,117.0,0.0,1.0,389.0,3.0,0.0,0.0,0.0,0.0,1225.0,0.0,1.0,1.0,0.0
281.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,291.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,415.0,1.0,1.0,0.0,291.0,415.0,0.0,0.0,1.0,1.0,0.0
0.0,134.0,0.0,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,134.0,0.0,0.0,1112.0,0.0,0.0,90.0,0.0,0.0,1246.0,3.0,1.0,0.0,0.0,1246.0,0.0,0.0,2.0,1.0,0.0
0.0,134.0,113.0,320.0,0.0,0.0,114.0,0.0,0.0,0.0,3.0,0.0,0.0,247.0,2.0,0.0,321.0,568.0,113.0,41.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,568.0,0.0,2.0,1.0,0.0
346.0,63.0,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,3.0,417.0,0.0,671.0,2.0,0.0,0.0,600.0,49.0,43.0,0.0,1.0,0.0,3.0,0.0,0.0,417.0,0.0,600.0,0.0,2.0,1.0,0.0
26.0,160.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,160.0,0.0,0.0,463.0,0.0,0.0,76.0,0.0,0.0,623.0,1.0,1.0,0.0,27.0,623.0,0.0,0.0,1.0,1.0,0.0
255.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,417.0,389.0,551.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,389.0,3.0,0.0,0.0,417.0,0.0,0.0,0.0,1.0,1.0,0.0
249.0,201.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,249.0,0.0,383.0,0.0,0.0,240.0,0.0,0.0,76.0,1.0,0.0,623.0,1.0,0.0,0.0,250.0,623.0,0.0,0.0,1.0,1.0,0.0
0.0,134.0,67.0,757.0,0.0,0.0,67.0,0.0,0.0,0.0,3.0,0.0,0.0,201.0,1.0,0.0,757.0,335.0,67.0,69.0,0.0,1.0,623.0,3.0,1.0,0.0,0.0,623.0,335.0,0.0,2.0,1.0,0.0
255.0,243.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,255.0,0.0,417.0,0.0,0.0,849.0,0.0,0.0,65.0,0.0,0.0,1266.0,5.0,1.0,0.0,255.0,909.0,0.0,0.0,2.0,1.0,0.0
0.0,139.0,0.0,913.0,446.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,389.0,139.0,0.0,0.0,913.0,0.0,0.0,63.0,0.0,0.0,1052.0,4.0,1.0,0.0,0.0,613.0,0.0,446.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
337.0,201.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,337.0,0.0,471.0,0.0,0.0,152.0,0.0,0.0,76.0,0.0,0.0,623.0,1.0,1.0,0.0,337.0,623.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
272.0,201.0,0.0,448.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,272.0,231.0,406.0,0.0,0.0,448.0,0.0,0.0,78.0,0.0,0.0,854.0,2.0,1.0,0.0,272.0,623.0,0.0,11.0,1.0,1.0,0.0
0.0,134.0,305.0,1010.0,0.0,0.0,305.0,0.0,0.0,0.0,3.0,0.0,0.0,516.0,1.0,0.0,1010.0,1526.0,305.0,110.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1526.0,0.0,2.0,1.0,0.0
0.0,134.0,0.0,176.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,310.0,134.0,0.0,0.0,176.0,0.0,0.0,28.0,0.0,0.0,310.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,134.0,0.0,255.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,389.0,134.0,0.0,0.0,255.0,0.0,0.0,35.0,0.0,0.0,389.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
187.0,201.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187.0,0.0,321.0,0.0,0.0,302.0,0.0,0.0,76.0,0.0,0.0,623.0,1.0,1.0,0.0,188.0,623.0,0.0,0.0,1.0,1.0,0.0
544.0,201.0,0.0,168.0,400.0,0.0,0.0,0.0,0.0,0.0,1.0,544.0,0.0,788.0,0.0,0.0,168.0,0.0,0.0,117.0,1.0,0.0,956.0,1.0,0.0,0.0,544.0,0.0,0.0,400.0,2.0,1.0,0.0
225.0,24.0,89.0,0.0,37.0,0.0,90.0,0.0,0.0,0.0,2.0,402.0,0.0,625.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,2.0,0.0,0.0,403.0,0.0,448.0,37.0,2.0,1.0,0.0
417.0,159.0,153.0,168.0,868.0,0.0,154.0,0.0,0.0,0.0,3.0,417.0,0.0,712.0,1.0,0.0,168.0,767.0,187.0,64.0,0.0,1.0,113.0,3.0,0.0,0.0,417.0,0.0,767.0,868.0,2.0,1.0,0.0
271.0,208.0,264.0,648.0,0.0,0.0,265.0,0.0,0.0,0.0,4.0,271.0,0.0,674.0,1.0,0.0,650.0,1324.0,396.0,79.0,0.0,1.0,0.0,4.0,0.0,0.0,272.0,0.0,1324.0,0.0,2.0,1.0,0.0
51.0,190.0,199.0,608.0,0.0,0.0,200.0,0.0,0.0,0.0,4.0,51.0,0.0,389.0,1.0,0.0,609.0,998.0,250.0,60.0,0.0,1.0,0.0,4.0,0.0,0.0,51.0,0.0,998.0,0.0,2.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,234.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,234.0,0.0,0.0,0.0,2.0,1.0,0.0
0.0,134.0,0.0,176.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,310.0,134.0,0.0,0.0,176.0,0.0,0.0,28.0,0.0,0.0,310.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,134.0,0.0,489.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,134.0,1.0,0.0,489.0,0.0,0.0,45.0,0.0,0.0,623.0,3.0,1.0,0.0,0.0,623.0,0.0,25.0,2.0,1.0,0.0
